question_text,question_topic
"So with the pricing of your products, are they the same no matter the store location? Or will prices be different depending on where the store is at?",Omnichannel
"I want to get a loveseat but would rather see some in person before purchasing on your website. Do you know if your stores have the same prices on couches as your website does? I wasn't sure if the website prices were online-only. Also, would I have the option of ordering items on your site and having them shipped to my local Kohls so I could pick them up there?",Omnichannel
"Is there any way to qualify for free shipping? I'm browsing around on your website and I've seen a few things I like. If there's a free shipping minimum or something like that, I'd love to know about it before I start picking things out.",Shipping
"I may need to stop by the store on N. Central Expressway in Dallas, TX this evening. Do you know if it's open past 7 p.m. today? I don't want to make a wasted trip!",Omnichannel
"I may order a sweatshirt (Item #180HH) for my brother. First, what would the estimated delivery date be in Reno, NV if I order sometime tonight? Second, can I choose to be notified when it gets to him so I know he received it?",Shipping
"Gift cards purchased online work at all of your store locations, correct? I'll be picking up a gift card for someone as a present and I want to make sure they can use it at a store in their state. And also, are the prices in your stores always the same as your website prices?",Omnichannel
"So with the pricing of your products, are they the same no matter the store location? Or will prices be different depending on where the store is at?",Omnichannel
"If I wanted to, would I be able to buy items from your website and pick them up at my local Barnes and Noble? Are your store prices always the same as your website prices regarding tablets?",Omnichannel
"With something pretty small, like the Tonique Radiance, could I have that shipped to my post office box in Taylors, SC (Zip: 29687)? I wasn't sure if that was allowed.",Shipping
"Gift cards purchased online work at all of your store locations, correct? I'll be picking up a gift card for someone as a present and I want to make sure they can use it at a store in their state. And also, are the prices in your stores always the same as your website prices?",Omnichannel
"I might be buying the Optimum Nutrition Fitness Fiber but wanted to know about when I'd receive it if being sent to San Diego, CA? Do you have any expedited shipping options?",Shipping
"So with the pricing of your products, are they the same no matter the store location? Or will prices be different depending on where the store is at?",Omnichannel
"Do you know if your stores have the same prices on projectors as your website does? I wasn't sure if the website prices were online-only. Also, would I have the option of ordering items on your site and having them shipped to my local Staples so I could pick them up there?",Omnichannel
Is there any way to qualify for free shipping? I'm browsing around on your website and I've seen a couple of things I like.,Shipping
"Do you have the ability to check individual store inventories for specific items? I would love to be able to see the Petite Pave earrings (STYLE NUMBER: E12137 SBAPS) in person at your Oakbrook Center location in Oak Brook, IL 60523.",Omnichannel
